NEWPI;MAWOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
126;0.00;0.05;2.23;0.63;2.78;0.12;0.49;0.70;1.57;0.75;-0.12;0.76;;-0.21;0.84;0.18;0.86;0.79;-0.08;0.74;0.04;0.08;0.13;-0.05;8.34;0.50;7.36;0.48;23.97;11.38;7.63;5.53;-0.57;1.07;0.12;32.44;3.01;48.66;45.18
157;0.00;0.04;2.80;-0.17;2.59;0.03;0.24;0.64;3.09;1.13;0.51;0.57;;-0.39;0.89;0.57;1.00;0.51;-0.34;0.74;-0.23;0.34;0.08;0.03;8.46;0.68;7.35;0.44;17.13;9.04;4.74;3.85;-0.51;0.74;1.85;27.44;2.54;41.90;32.95
172;0.00;-0.01;0.74;-0.17;0.64;-0.02;0.45;0.72;1.53;0.56;0.93;0.53;;0.30;0.60;0.34;0.66;0.58;0.46;0.69;-0.12;0.24;-0.07;0.04;11.73;0.29;11.55;-0.11;13.37;9.79;0.65;3.69;-0.76;0.69;1.36;26.46;3.11;36.23;35.00
173;0.00;0.06;1.33;0.36;1.47;-0.05;0.29;0.68;-0.43;0.42;0.19;0.86;;-0.13;0.82;0.02;0.60;0.74;-0.15;0.60;0.40;0.01;0.28;0.07;4.22;0.81;2.78;0.63;18.09;10.97;4.46;3.15;-0.49;0.60;0.43;22.73;2.47;33.51;27.12
175;0.00;0.04;0.88;0.04;1.14;-0.05;0.21;0.57;1.55;0.59;0.45;0.34;;0.72;0.28;0.96;0.43;0.47;0.85;0.41;0.23;0.50;-0.18;0.10;8.38;-0.23;8.17;0.44;13.69;9.55;1.96;1.75;0.43;0.38;2.97;25.04;2.73;35.43;28.00
190;0.00;0.00;3.57;-0.18;3.42;0.16;0.32;0.64;0.09;0.39;0.74;0.35;;0.24;0.59;0.88;0.58;0.40;0.00;0.74;0.00;0.20;-0.02;-0.14;6.71;0.43;6.24;0.04;20.19;8.68;6.23;4.42;0.87;0.94;0.28;27.18;2.36;43.75;37.68
467;0.00;0.00;0.93;0.35;1.37;0.12;0.03;0.76;-0.82;0.09;1.39;0.78;;0.41;0.63;0.78;0.09;0.63;0.31;0.58;0.07;0.22;-0.09;0.07;3.86;1.50;2.34;0.02;19.03;10.68;3.62;4.65;0.07;0.94;1.44;24.33;2.37;34.55;27.82
716;0.00;0.01;1.91;-0.02;1.91;0.02;0.32;0.74;0.22;0.39;-1.24;0.70;;0.10;0.76;0.46;0.54;0.70;-0.01;0.76;0.07;0.59;-0.01;0.07;4.12;0.44;3.60;0.07;18.37;11.80;3.71;3.13;-0.27;0.61;3.28;25.76;2.72;38.52;32.68
839;0.00;-0.02;4.18;0.39;4.26;0.32;0.36;0.71;1.61;1.23;0.41;0.75;;-0.34;0.78;0.19;1.00;0.73;-0.14;0.60;0.07;-0.12;0.29;-0.01;8.20;-0.29;8.65;-0.16;25.34;10.14;10.29;5.18;-0.27;1.02;-0.65;32.88;2.89;53.44;48.15
1100;0.00;-0.01;0.64;0.29;1.03;0.01;0.33;0.61;1.21;0.39;0.58;0.83;;0.47;0.71;1.06;0.53;0.65;0.30;0.72;0.23;-0.03;-0.11;0.08;9.76;-0.03;9.93;-0.14;15.61;9.07;2.74;3.00;0.80;0.65;0.28;25.65;2.81;35.88;32.57
1153;0.00;-0.07;2.52;0.48;2.78;0.17;0.52;0.71;-1.41;1.07;0.60;0.68;;0.55;0.88;0.89;0.77;0.77;0.62;0.81;0.13;0.21;0.15;0.03;7.80;0.79;7.72;-0.71;26.54;14.51;7.44;2.75;1.84;0.67;1.19;35.53;3.67;53.39;50.28
1277;0.00;-0.06;0.79;-0.12;0.65;0.05;0.53;0.71;-0.45;0.99;0.99;0.73;;0.17;0.73;0.88;0.91;0.85;0.65;0.77;0.00;0.07;-0.04;-0.06;10.09;0.04;10.68;-0.63;18.41;14.10;0.98;3.96;-0.63;0.75;0.05;28.54;3.89;40.29;40.34
1729;0.00;-0.02;4.54;-0.36;4.24;0.13;0.46;0.68;1.32;0.44;1.23;0.67;;0.43;0.89;0.80;0.58;0.71;0.24;0.81;-0.37;0.37;-0.07;0.05;8.67;0.60;8.23;-0.16;22.69;10.98;7.29;4.49;-0.08;0.89;2.06;33.41;3.02;54.21;45.90
1735;0.00;0.03;-0.04;0.36;0.37;-0.06;0.04;0.75;-0.27;-0.30;0.50;0.29;;0.86;0.60;1.06;-0.19;0.53;0.61;0.64;-0.02;0.04;-0.02;0.14;4.23;0.82;3.07;0.34;16.25;10.17;1.73;4.65;-0.29;0.91;0.86;21.35;2.34;28.37;20.73
1768;0.00;-0.05;1.12;0.63;1.77;-0.01;0.37;0.75;1.34;0.43;0.41;0.66;;0.33;0.22;0.89;0.37;0.76;0.33;0.43;0.08;0.22;-0.06;0.27;5.65;0.16;5.98;-0.48;19.97;10.23;5.39;3.09;1.26;0.70;2.46;28.09;2.64;40.21;35.15
1973;0.00;-0.06;-0.55;-0.12;-0.63;-0.05;-0.02;0.63;1.27;0.04;0.07;0.13;;0.50;0.49;0.90;0.23;0.23;0.39;0.60;0.14;0.42;-0.10;-0.11;2.85;-0.17;3.56;-0.55;5.64;8.62;-1.70;-2.07;0.78;-0.36;1.53;10.02;2.08;13.25;8.31
