MISt.Joseph;MISJO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
66;0.01;-0.03;1.71;0.08;1.89;0.04;0.38;0.69;0.48;0.51;0.86;0.82;;-0.34;0.81;0.80;0.68;0.82;-0.27;0.80;-0.02;0.24;-0.12;0.38;0.63;0.24;0.66;-0.26;21.71;13.21;3.81;4.73;-0.03;0.94;3.11;25.46;2.71;38.12;34.06
141;0.00;0.07;0.82;0.27;1.09;-0.01;0.31;0.69;1.04;0.96;0.87;0.98;;-0.12;0.62;0.77;1.01;0.95;-0.22;0.54;-0.02;0.17;0.08;-0.14;10.58;0.22;9.66;0.70;16.95;10.04;3.00;4.66;-0.76;0.88;0.13;27.66;2.97;38.49;33.58
216;0.00;-0.03;-0.09;0.30;0.17;-0.01;0.17;0.72;0.25;0.67;0.72;-0.08;;0.36;0.16;0.62;0.58;0.23;0.38;0.41;0.06;0.51;0.01;-0.07;8.32;-0.17;8.74;-0.25;12.22;7.21;1.31;2.80;0.89;0.62;2.19;22.73;2.32;29.05;25.75
244;0.07;-0.01;0.35;0.30;0.84;0.03;0.04;0.72;-1.06;0.56;-0.24;0.05;;0.32;-0.18;0.62;0.50;0.03;0.05;0.30;-0.15;0.45;-0.12;-0.07;7.45;0.49;6.67;0.29;8.65;4.69;2.21;1.06;0.68;0.26;1.90;18.00;1.61;24.63;19.60
288;0.01;0.01;0.59;0.25;0.77;0.05;0.44;0.70;0.71;0.05;0.76;0.79;;0.47;0.79;0.53;0.23;0.81;0.40;0.74;0.56;0.17;0.09;-0.09;4.07;0.29;3.60;0.18;20.49;12.59;2.43;5.74;-0.27;1.13;0.39;24.95;2.88;34.56;35.03
470;-0.01;-0.05;1.29;0.40;1.72;-0.04;0.13;0.60;-0.86;-0.21;0.97;0.96;;0.59;0.16;0.50;0.03;0.87;0.46;0.32;-0.08;0.31;-0.09;-0.03;2.65;0.09;3.10;-0.54;16.77;9.86;4.57;3.07;-0.73;0.57;1.40;20.82;2.28;31.90;22.51
858;0.01;0.15;0.90;2.02;2.95;0.14;0.33;0.71;2.09;0.68;0.37;0.82;;0.30;0.82;0.49;0.63;0.66;0.26;0.72;0.34;0.17;0.13;0.06;11.98;0.08;10.33;1.58;27.71;9.78;11.88;6.20;-0.15;1.23;1.18;40.88;2.99;57.55;50.88
904;-0.03;0.13;2.22;-0.11;1.91;-0.02;-0.02;0.71;-0.29;-0.09;0.75;0.58;;-0.02;0.65;0.71;-0.04;0.60;0.00;0.63;0.16;0.27;0.29;0.02;8.72;0.56;6.98;1.17;14.92;5.96;3.87;-0.07;5.16;0.33;1.47;25.10;1.89;35.81;24.17
1940;0.01;-0.02;0.06;-0.16;-0.27;-0.03;0.10;0.70;-0.61;-0.16;0.29;0.01;;0.19;0.95;0.62;-0.24;0.23;0.22;0.81;0.00;0.03;0.16;0.14;1.09;2.11;-0.87;-0.16;11.72;9.09;-0.65;3.10;0.19;0.63;0.86;13.67;1.73;17.16;15.00
2405;-0.01;-0.01;0.60;-0.25;-0.29;-0.03;0.25;0.55;0.66;0.08;0.50;0.66;;0.25;0.68;0.55;-0.08;0.65;0.35;0.57;0.45;0.27;0.62;-0.09;6.93;0.16;6.90;-0.13;9.11;6.71;-0.04;2.44;0.00;0.49;0.91;16.94;2.03;21.12;21.23
2474;-0.03;0.04;0.00;1.59;1.56;-0.03;0.15;0.71;-0.18;-0.09;0.57;0.64;;0.37;0.32;0.60;-0.05;0.59;0.43;0.50;-0.14;0.44;0.03;-0.04;7.55;0.16;7.10;0.28;18.28;7.36;7.93;3.45;-0.46;0.66;2.00;27.82;2.18;38.17;30.18
2767;-0.01;-0.05;1.95;0.84;2.87;0.02;0.48;0.70;0.31;1.32;0.86;0.99;;0.22;0.71;0.67;1.35;0.85;-0.04;0.73;-0.25;0.50;-0.15;0.24;8.14;-0.08;8.81;-0.59;26.16;13.53;8.09;4.91;-0.37;0.96;3.67;37.97;3.59;55.92;48.24
2959;-0.01;0.06;-0.32;0.59;0.43;0.14;0.33;0.51;0.73;0.54;0.68;1.01;;-0.11;0.22;0.85;0.57;0.77;0.00;0.48;-0.07;0.40;-0.11;0.18;4.65;0.76;3.36;0.54;14.98;9.99;2.31;3.27;-0.59;0.61;2.93;22.57;2.33;29.74;32.49
3452;-0.02;-0.06;-0.08;2.00;1.74;0.12;0.32;0.63;0.69;0.27;0.59;0.19;;0.74;0.66;0.63;0.56;0.37;0.73;0.69;-0.19;0.26;0.09;0.41;7.54;-0.04;8.27;-0.69;24.28;10.73;9.81;3.82;-0.09;0.76;3.35;35.17;2.97;48.04;44.60
3546;-0.02;-0.01;3.64;0.31;3.90;0.29;0.45;0.75;0.66;1.03;0.65;0.77;;0.07;0.85;0.63;0.62;0.68;0.20;0.74;-0.07;0.02;0.03;0.44;9.23;-0.15;9.58;-0.20;24.73;10.15;8.85;5.59;0.13;1.13;2.31;36.26;2.99;55.91;52.44
3547;-0.02;-0.03;2.17;0.28;2.30;0.05;0.25;0.63;0.17;0.10;0.28;0.72;;0.49;0.91;0.86;0.17;0.58;0.48;0.84;0.07;0.86;0.10;0.22;2.25;0.92;1.70;-0.38;22.48;12.63;5.73;3.07;1.04;0.68;5.37;30.10;2.70;44.05;36.26
3620;0.17;0.09;0.82;3.28;4.35;0.07;0.59;0.70;1.72;1.24;0.81;0.79;;0.19;0.74;0.72;1.09;0.86;0.00;0.80;0.09;0.15;0.00;0.02;10.68;0.39;8.54;1.76;36.25;12.99;18.02;5.95;-0.71;1.14;0.87;47.80;3.45;70.04;61.34
3688;0.00;-0.01;0.25;3.10;3.25;0.13;0.39;0.68;0.69;1.27;0.66;0.46;;0.06;0.70;0.74;1.34;0.56;-0.25;0.62;0.37;-0.16;0.09;-0.13;8.84;0.21;8.72;-0.09;31.60;10.37;15.99;5.50;-0.27;1.08;-1.45;38.99;2.95;56.52;50.06
3875;-0.02;0.00;0.70;-0.01;0.52;0.04;0.42;0.68;-2.09;0.27;0.82;0.89;;1.09;0.59;0.58;0.18;0.88;0.91;0.66;0.52;0.12;0.15;0.20;9.57;-0.27;9.91;-0.07;17.66;11.59;1.36;4.28;0.43;0.88;1.61;28.84;3.31;38.75;38.18
4004;0.00;-0.02;-0.55;0.66;-0.13;-0.04;0.19;0.57;2.42;1.31;0.40;0.49;;0.99;0.34;0.55;1.31;0.39;0.79;0.35;0.27;-0.02;0.23;0.21;-0.49;1.35;-1.66;-0.19;25.26;17.87;2.22;4.09;1.09;0.89;0.96;25.73;3.41;33.84;28.65
4237;0.00;0.08;0.86;0.03;0.83;0.06;0.30;0.62;2.29;0.57;0.55;0.68;;0.86;0.66;0.73;0.56;0.64;0.67;0.62;0.74;0.62;0.14;0.11;6.35;1.18;4.43;0.74;18.65;13.32;1.88;3.95;-0.50;0.76;3.66;28.65;3.11;39.01;36.14
4325;-0.02;-0.02;0.31;0.82;0.97;-0.01;0.40;0.71;-2.49;0.33;0.69;0.18;;0.53;0.70;0.75;0.32;0.36;0.59;0.81;0.14;0.03;0.11;0.13;6.10;0.41;6.04;-0.35;20.54;10.95;4.72;4.67;0.20;0.95;0.81;27.45;2.79;37.48;35.08
4409;-0.02;-0.05;0.63;0.22;0.78;-0.05;0.10;0.44;-0.13;0.65;0.90;0.68;;-0.04;0.65;0.64;0.67;0.89;-0.01;0.74;0.15;0.37;0.00;-0.13;-1.08;0.51;-1.00;-0.58;20.47;14.20;2.36;4.52;-0.62;0.86;1.19;20.57;2.74;29.87;21.38
4855;-0.01;-0.02;0.02;0.66;0.74;-0.05;0.12;0.60;-0.70;0.14;0.45;0.57;;0.32;0.39;0.47;0.07;0.45;0.31;0.41;0.06;-0.25;-0.10;-0.17;7.01;0.58;6.74;-0.30;9.88;5.85;3.34;1.03;-0.33;0.18;-2.10;14.79;1.84;21.70;15.92
4956;0.00;-0.04;0.08;0.19;0.13;-0.02;0.61;0.69;0.03;-0.16;1.01;0.82;;1.47;0.88;0.96;-0.19;0.83;1.60;0.84;-0.10;-0.09;0.10;0.01;5.90;0.72;5.56;-0.38;22.85;16.08;1.12;4.81;0.84;1.02;-0.37;28.38;3.77;38.21;40.24
4967;0.01;0.32;2.98;0.79;4.23;0.15;0.33;0.74;1.40;0.21;0.74;0.43;;0.26;0.57;0.48;0.35;0.64;0.15;0.58;-0.05;0.38;-0.13;0.05;11.45;-0.03;8.27;3.21;21.12;8.20;9.92;3.31;-0.31;0.64;2.12;34.69;2.47;54.09;44.98
5056;0.00;0.05;0.74;0.79;1.55;0.07;0.38;0.61;2.06;1.13;0.90;0.35;;-0.30;0.78;0.76;1.19;0.51;-0.30;0.81;0.21;0.19;0.03;-0.03;6.82;0.76;5.58;0.48;21.31;11.29;5.44;5.07;-0.48;0.98;0.78;28.91;2.82;40.80;38.26
5069;-0.02;-0.05;0.23;-0.29;-0.02;-0.07;0.19;0.64;-0.60;0.10;0.37;0.57;;0.47;0.69;0.65;0.10;0.63;0.47;0.68;0.53;0.01;-0.11;-0.11;2.46;0.92;2.18;-0.64;11.93;11.50;-0.98;0.05;1.36;0.10;-0.52;13.87;2.52;20.09;16.00
5173;-0.01;-0.04;-0.20;0.03;-0.35;-0.03;-0.03;0.69;0.12;-0.06;0.43;0.48;;0.37;0.63;0.98;0.02;0.42;0.23;0.63;0.15;-0.05;0.12;-0.01;4.47;0.89;4.09;-0.50;7.84;7.95;-0.25;0.14;0.00;0.03;-0.30;12.02;2.00;15.92;10.59
5182;-0.01;-0.03;0.17;0.34;0.57;-0.06;0.02;0.68;-0.20;1.22;0.46;0.34;;0.56;0.52;0.31;0.80;0.40;0.38;0.49;0.53;0.09;-0.10;0.11;0.08;-0.18;0.63;-0.38;19.01;13.52;2.04;2.77;0.67;0.60;1.00;20.08;2.77;28.78;19.02
5255;-0.02;0.01;-0.65;-0.09;-0.76;-0.01;-0.15;0.74;-1.05;0.12;0.37;0.43;;-0.07;0.01;0.56;0.15;0.43;0.06;0.11;0.30;0.05;0.01;0.00;-0.56;-0.13;-0.43;0.00;5.00;7.61;-1.76;-0.70;-0.15;-0.15;0.25;4.70;1.48;6.03;1.44
5256;-0.02;0.00;1.15;-0.26;0.85;0.06;0.18;0.58;1.25;-0.10;0.63;0.62;;0.21;0.73;0.78;0.27;0.70;0.23;0.74;0.13;0.07;0.01;0.38;7.12;0.14;7.11;-0.14;14.43;9.02;0.98;4.60;-0.17;0.91;2.25;23.79;2.51;32.74;28.89
5473;0.02;0.05;0.52;-0.30;0.20;0.06;0.07;0.53;-0.73;0.42;0.86;0.59;;0.16;0.38;0.80;0.03;0.56;0.09;0.58;0.37;-0.14;0.09;0.19;0.66;-0.32;0.35;0.63;10.64;8.82;-0.46;2.92;-0.64;0.54;0.26;11.56;1.80;16.68;14.46
5535;-0.02;0.02;-0.33;0.05;-0.13;-0.06;0.17;0.67;-0.83;1.00;0.28;0.82;;0.18;0.41;0.33;0.89;0.58;0.17;0.42;-0.11;0.37;-0.15;-0.05;0.62;-0.14;0.61;0.16;13.64;13.36;-0.44;0.64;0.08;0.13;1.61;15.87;2.73;22.29;17.63
5610;0.00;-0.02;1.43;-0.09;1.20;-0.04;0.31;0.71;-0.29;0.04;0.57;0.88;;1.05;0.74;0.72;0.02;0.80;0.63;0.79;0.17;0.19;0.12;-0.07;1.85;1.63;0.49;-0.27;20.49;14.52;2.41;3.99;-0.43;0.77;0.63;22.96;2.95;34.08;28.29
5622;-0.01;0.13;0.15;0.04;0.20;-0.03;0.06;0.68;0.70;-0.15;0.41;0.27;;0.13;0.58;0.45;0.01;0.25;0.19;0.48;0.21;-0.06;0.12;-0.03;7.11;1.12;4.70;1.29;8.73;5.68;0.50;3.00;-0.45;0.57;-0.44;15.41;1.61;20.04;15.80
5745;0.08;-0.04;1.42;-0.87;0.36;-0.04;0.27;0.53;0.82;0.22;0.85;0.74;;0.29;0.74;0.84;0.29;0.67;0.43;0.71;0.13;0.10;0.23;0.17;4.62;0.09;4.55;-0.02;13.64;10.87;-1.50;3.31;0.97;0.73;1.37;19.64;2.63;27.33;23.95
6087;0.07;-0.02;-0.13;0.72;0.69;-0.04;0.24;0.57;1.35;-0.05;0.46;0.53;;-0.02;0.62;0.52;0.14;0.59;-0.06;0.64;0.34;0.02;-0.05;-0.13;-1.00;0.15;-1.26;0.11;14.38;10.05;3.34;1.65;-0.65;0.29;-0.53;12.85;1.88;19.70;16.71
6094;0.08;-0.01;0.36;-0.01;0.23;-0.04;0.26;0.71;1.28;0.45;0.49;0.80;;0.32;0.80;0.65;0.53;0.50;-0.10;0.72;0.46;-0.21;0.19;-0.08;2.49;-0.14;2.32;0.31;13.04;10.63;0.65;1.00;0.76;0.25;-1.42;14.12;2.36;20.72;18.25
6097;-0.02;-0.02;0.74;0.29;1.05;-0.01;0.18;0.72;0.74;0.19;1.08;0.37;;0.48;0.61;0.69;0.22;0.66;0.30;0.65;0.10;0.21;-0.06;0.03;10.00;-0.38;10.68;-0.30;13.57;7.44;2.95;2.29;0.89;0.52;1.18;24.76;2.56;34.43;28.14
6122;0.00;-0.02;-0.16;0.20;-0.06;-0.07;0.11;0.45;2.16;0.09;0.33;0.29;;0.79;0.22;0.65;0.28;0.44;0.82;0.38;0.91;0.17;0.09;-0.07;-0.36;0.73;-0.91;-0.18;14.50;12.37;0.70;1.41;0.02;0.28;0.49;14.62;2.38;20.39;15.08
