TorontoEast;ONTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
118;-0.04;0.57;-0.11;5.05;5.34;0.33;0.24;0.68;;1.07;0.42;0.67;0.50;0.19;0.60;0.66;0.88;0.54;0.30;0.65;-0.29;0.52;0.12;0.04;12.12;0.26;6.36;5.51;41.96;12.12;25.02;3.62;1.20;0.80;2.77;56.85;3.06;81.18;69.96
296;0.02;-0.02;2.43;-0.14;2.31;0.08;0.53;0.78;;0.76;0.35;0.13;0.26;-0.40;1.07;0.52;0.82;0.72;-0.16;0.78;0.18;0.37;-0.02;0.02;8.71;0.12;8.68;-0.08;19.73;10.35;4.15;4.57;0.66;0.96;1.99;30.38;2.94;44.94;42.91
610;0.16;0.06;4.38;0.88;5.41;0.36;0.41;0.76;;0.72;-0.05;0.97;0.14;0.21;1.11;0.85;0.77;0.65;-0.05;0.80;1.18;0.01;0.08;0.09;9.25;0.10;7.73;1.42;33.95;10.80;13.18;5.53;4.44;1.40;0.51;43.70;2.93;67.94;60.95
746;-0.05;-0.16;0.39;0.78;1.04;0.15;0.20;0.73;;0.73;0.75;0.51;-0.29;-0.06;0.66;0.73;0.63;0.47;0.02;0.64;-0.10;-0.30;-0.09;0.00;4.47;0.78;5.53;-1.84;19.11;9.63;4.65;7.44;-2.62;1.31;-1.53;22.04;2.48;31.49;29.90
1075;-0.02;0.05;1.06;0.04;1.18;-0.09;0.25;0.60;;0.65;0.50;0.87;0.09;-0.17;0.16;0.82;0.61;0.66;-0.19;0.31;0.28;-0.01;-0.05;0.19;3.39;0.99;2.00;0.41;12.93;8.90;2.30;2.18;-0.45;0.41;0.89;17.18;1.98;25.81;20.06
1114;0.29;0.39;1.45;2.96;4.95;0.32;0.40;0.56;;0.99;0.99;0.86;0.09;-0.12;1.16;0.52;0.91;0.87;-0.03;0.87;0.18;1.04;0.14;-0.12;19.78;-0.64;15.02;5.40;33.06;8.41;17.67;3.24;3.73;0.90;4.57;57.41;3.18;80.83;73.32
1241;0.02;0.05;-0.72;4.03;3.12;0.21;0.37;0.48;;1.09;0.83;0.58;-0.47;0.21;0.91;0.76;0.88;0.63;0.17;0.84;0.39;0.15;0.25;0.17;9.54;0.43;8.51;0.60;34.99;10.71;18.69;4.98;0.61;1.04;1.60;46.11;2.99;63.34;58.63
1246;-0.03;-0.14;0.72;-0.66;-0.41;-0.09;0.04;0.71;;0.67;0.02;0.50;0.61;0.39;0.33;0.08;0.35;0.28;0.14;0.13;0.41;-0.11;0.31;0.32;6.94;-0.09;8.53;-1.50;2.02;3.84;-1.87;2.27;-2.23;0.31;1.05;9.98;1.62;12.76;8.54
1285;-0.04;-0.02;1.24;0.13;1.16;0.10;0.24;0.80;;0.56;0.27;0.38;0.51;-0.06;0.25;0.74;0.40;0.62;0.01;0.45;-0.04;0.88;0.16;-0.10;2.12;0.72;1.76;-0.36;16.75;10.50;3.15;1.85;1.25;0.45;3.91;22.79;2.28;32.10;30.11
1305;-0.08;0.04;0.24;2.79;2.93;0.11;0.40;0.78;;0.83;0.81;0.83;-0.09;-0.28;0.49;0.34;0.87;0.88;0.03;0.56;-0.62;-0.26;0.06;0.01;5.93;0.91;5.03;-0.01;31.71;13.12;14.43;5.82;-1.65;1.05;-1.24;36.43;3.13;53.40;47.19
1325;0.03;0.01;3.33;-0.67;2.62;-0.08;0.46;0.80;;1.05;0.94;0.97;-0.41;-0.10;0.93;0.68;0.85;0.90;-0.12;0.71;-0.50;-0.25;0.08;0.09;11.04;0.22;10.56;0.25;15.03;10.48;3.30;2.04;-0.78;0.36;-0.78;25.30;3.15;41.37;32.70
1547;0.00;0.13;-0.14;0.53;0.28;0.03;0.32;0.64;;0.98;0.77;0.83;-0.18;0.04;1.08;0.79;1.03;0.75;0.00;0.86;-0.24;-0.26;0.23;0.26;10.67;0.38;8.98;1.30;19.78;11.91;2.35;1.67;3.85;0.59;0.00;30.39;3.28;39.47;37.50
2013;0.02;0.61;0.33;1.87;2.64;0.28;0.52;0.75;;0.65;0.50;0.71;-0.17;0.02;0.61;0.92;0.95;0.83;0.00;0.76;0.06;1.02;0.20;0.14;14.64;0.33;8.11;6.19;28.26;12.43;10.02;4.04;1.76;0.93;5.79;48.66;3.30;65.14;66.19
2056;0.08;0.89;-0.12;6.32;7.18;0.39;0.62;0.76;;0.95;0.52;1.07;-0.43;0.27;1.02;0.87;1.00;0.83;-0.02;0.92;-0.06;1.22;-0.03;-0.12;20.66;-0.74;12.14;9.25;50.98;11.35;31.33;3.84;4.45;1.07;5.46;77.16;3.48;108.32;99.25
2185;0.14;-0.11;0.98;-0.11;0.77;-0.02;0.22;0.70;;0.09;0.82;0.78;-0.69;0.71;0.50;0.41;0.13;0.72;0.53;0.72;0.63;-0.12;0.13;0.07;-0.55;0.20;-0.39;-0.36;19.37;14.24;1.42;0.33;3.38;0.29;-0.29;18.55;2.81;27.99;22.47
2198;-0.02;-0.11;-0.35;0.02;-0.77;-0.05;0.22;0.61;;0.34;0.83;0.39;-0.71;-0.18;0.12;0.61;0.59;0.70;-0.29;0.49;-0.01;-0.09;0.31;0.19;-2.40;0.32;-1.55;-1.17;11.33;11.25;-0.61;1.13;-0.43;0.20;0.47;9.45;2.09;12.27;12.64
2228;0.06;0.05;0.34;0.32;0.82;0.04;0.23;0.63;;0.64;0.23;0.58;0.59;-0.26;1.01;0.53;0.51;0.58;-0.22;0.78;-0.12;0.53;-0.05;-0.07;1.67;1.11;-0.21;0.76;18.45;11.51;2.30;0.59;4.05;0.39;2.30;22.33;2.28;30.61;27.98
2340;-0.04;0.16;1.05;-0.02;1.03;-0.01;-0.01;0.62;;-0.13;0.69;0.73;-0.33;-0.10;0.68;0.54;0.04;0.54;-0.22;0.67;-0.03;-0.20;0.12;0.31;8.75;0.35;6.99;1.42;13.60;4.75;1.99;0.97;5.89;0.59;0.53;22.82;1.65;30.16;22.18
2634;-0.06;0.09;1.09;0.19;1.37;-0.07;0.26;0.54;;0.63;0.23;0.92;-0.40;0.86;0.67;0.58;0.60;0.63;0.36;0.70;0.28;0.04;-0.07;-0.14;12.62;-0.81;12.86;0.56;12.54;7.70;3.13;4.46;-2.75;0.71;-0.49;24.64;2.83;36.00;28.16
2935;-0.03;0.06;1.82;0.21;2.19;0.03;0.16;0.65;;0.14;1.17;0.96;1.02;0.41;1.09;0.56;0.31;0.74;0.35;0.87;0.30;-0.34;-0.14;-0.11;8.15;0.18;7.54;0.43;17.59;10.79;4.68;3.93;-1.81;0.66;-2.22;23.51;2.91;37.64;27.61
3117;-0.02;-0.08;1.61;0.23;1.64;-0.09;0.42;0.72;;0.78;1.04;0.64;0.15;0.91;0.12;1.03;0.80;0.74;0.34;0.36;0.79;0.36;0.09;0.10;6.39;0.03;7.29;-0.93;24.23;11.18;4.34;4.01;4.70;1.12;2.26;32.88;2.97;45.43;39.04
3541;-0.06;-0.11;-0.36;-0.10;-0.58;-0.11;0.07;0.74;;0.25;0.48;0.30;-0.13;0.38;0.66;0.47;0.33;0.33;0.31;0.68;0.15;-0.31;-0.06;0.14;2.78;0.73;3.48;-1.43;7.43;10.23;-1.24;-1.00;-0.56;-0.24;-0.84;9.37;2.39;13.54;8.04
3710;-0.05;0.11;0.74;0.34;1.33;-0.06;0.01;0.56;;-0.01;0.69;0.76;-0.14;-0.05;0.33;0.54;0.04;0.61;-0.07;0.41;0.42;0.20;-0.18;-0.05;9.09;0.59;7.61;0.89;6.70;3.95;3.18;1.97;-2.40;0.23;0.76;16.59;1.55;24.62;15.24
4015;-0.05;0.02;-0.52;0.06;-0.93;0.03;0.06;0.55;;0.66;0.30;0.86;-0.27;0.01;0.38;0.65;0.68;0.63;-0.18;0.64;0.28;0.20;0.44;0.02;1.78;1.56;0.28;-0.06;8.35;11.44;-0.74;-0.13;-2.21;-0.17;1.07;11.12;2.32;13.99;13.24
4248;-0.02;-0.07;-0.40;0.73;0.40;0.04;0.20;0.71;;0.06;0.61;0.66;-0.11;-0.08;0.83;0.18;0.19;0.39;-0.06;0.65;0.02;0.65;-0.15;0.25;3.33;0.53;3.62;-0.82;10.35;7.57;2.87;-0.10;0.00;-0.02;4.49;18.17;1.88;24.11;23.21
4252;0.06;-0.05;0.73;-0.44;-0.18;0.04;0.21;0.45;;-0.25;1.11;0.36;1.11;0.45;0.47;0.87;-0.02;0.57;0.62;0.44;0.11;-0.02;0.48;0.09;2.64;2.41;0.40;-0.16;10.23;10.04;-0.73;0.57;0.34;0.14;0.35;13.23;2.05;17.80;18.36
4308;0.00;-0.01;1.39;0.26;1.46;-0.02;0.14;0.83;;0.41;-0.05;0.52;-0.39;0.17;0.48;0.19;0.59;0.39;0.40;0.28;-0.65;0.27;0.19;-0.11;3.33;0.99;2.44;-0.10;18.72;11.22;4.11;4.12;-0.73;0.77;0.77;22.80;2.49;33.58;25.20
4343;-0.05;-0.12;1.48;-0.07;1.34;0.02;0.14;0.77;;0.97;0.22;0.24;0.02;-0.28;0.00;0.35;0.79;0.52;-0.10;0.13;-0.16;-0.14;-0.10;-0.04;4.70;0.78;5.36;-1.44;14.11;7.89;2.61;2.22;1.40;0.54;-0.93;17.75;2.11;27.23;21.06
4476;0.36;0.04;2.22;-0.11;2.66;0.08;0.53;0.68;;1.33;1.07;0.52;0.39;-0.04;0.74;0.72;1.08;0.64;-0.04;0.74;0.64;0.27;-0.15;0.02;7.93;0.41;5.27;2.25;23.99;12.90;3.87;4.21;3.01;1.04;1.43;33.27;3.11;49.34;45.98
4525;-0.03;0.14;0.28;0.93;1.48;0.06;-0.12;0.77;;-0.25;0.73;0.38;0.81;0.09;0.61;0.60;-0.14;0.42;0.14;0.70;0.22;0.23;-0.15;0.00;1.76;0.71;-0.18;1.24;18.83;9.49;5.22;3.76;0.36;0.78;1.17;21.70;1.88;31.01;20.95
4618;-0.03;0.00;1.00;0.60;1.57;0.20;0.29;0.75;;0.65;1.14;0.65;-0.03;-0.48;0.63;0.72;0.63;0.75;-0.11;0.54;0.00;0.19;0.00;0.01;7.59;0.18;7.54;-0.12;22.64;8.97;4.99;2.79;5.90;0.95;1.00;31.23;2.55;42.50;42.07
4704;-0.02;-0.04;0.19;0.09;0.32;0.14;0.16;0.64;;0.31;1.07;0.70;-0.29;-0.02;0.61;0.61;0.21;0.77;0.12;0.81;0.24;-0.19;-0.10;0.10;4.51;0.85;4.17;-0.52;18.13;10.66;0.84;5.10;1.54;1.12;-0.48;22.14;2.55;29.51;28.82
4732;0.07;0.03;0.23;-0.14;-0.16;0.11;0.15;0.66;;0.37;0.77;0.24;0.65;0.32;0.25;0.78;0.30;0.56;0.32;0.27;-0.05;1.00;0.34;0.04;8.12;1.11;6.38;0.62;12.39;7.36;-0.26;4.43;0.86;0.94;5.20;25.61;2.11;30.39;31.40
4783;0.02;-0.10;-0.01;-0.06;-0.23;-0.07;0.56;0.70;;1.00;0.94;0.57;1.15;0.42;0.72;0.89;0.80;0.93;0.49;0.81;0.30;-0.16;0.09;0.09;10.16;0.05;10.98;-0.86;17.83;13.16;-0.29;3.35;1.60;0.78;-0.34;27.57;3.73;36.18;37.13
4939;0.03;0.05;0.07;0.52;0.64;-0.06;-0.02;0.38;;0.41;0.23;0.69;-0.24;-0.16;0.33;0.61;0.63;0.54;-0.09;0.54;0.28;0.84;0.02;-0.10;2.50;1.72;0.20;0.59;17.70;9.90;2.73;0.73;4.35;0.44;3.70;23.83;2.00;30.83;21.89
4976;0.01;0.02;4.75;-0.42;4.43;0.17;0.37;0.67;;1.30;0.35;0.85;-0.92;0.17;0.75;0.58;1.06;0.64;-0.11;0.57;0.23;0.10;-0.07;-0.11;6.66;0.70;5.73;0.23;20.71;11.22;7.40;5.10;-3.01;0.82;-0.02;27.33;2.82;48.22;39.10
5031;-0.01;-0.12;2.46;0.41;2.85;0.03;0.39;0.72;;0.56;0.98;0.69;-0.34;-0.25;0.69;0.68;0.53;0.78;-0.13;0.81;-0.17;0.23;-0.10;0.06;7.94;-0.31;9.45;-1.20;20.24;8.85;6.97;5.18;-0.76;0.99;1.45;30.12;2.72;45.81;38.59
5036;0.17;0.04;1.03;0.16;1.55;-0.02;0.29;0.63;;0.54;0.93;0.39;0.75;0.02;0.74;0.59;0.56;0.77;0.23;0.70;0.30;0.30;-0.15;-0.09;5.55;0.47;3.80;1.28;22.64;12.56;2.84;2.25;4.98;0.78;1.04;29.24;2.89;41.30;34.46
5076;0.00;-0.08;-0.45;-0.48;-0.95;-0.07;0.06;0.22;;0.33;0.60;-0.20;0.29;-0.12;0.97;0.88;0.14;-0.09;-0.13;0.68;0.21;0.82;-0.06;0.08;2.69;1.05;2.43;-0.78;-0.76;2.87;-3.30;2.05;-2.38;0.25;4.49;6.43;0.82;5.51;5.78
5094;-0.01;-0.13;-0.40;-0.26;-0.98;-0.11;-0.12;0.44;;0.30;0.77;0.03;-0.10;0.20;0.28;0.61;0.18;0.20;-0.02;0.47;1.26;-0.24;0.17;-0.14;-0.86;-0.75;1.29;-1.41;2.36;5.68;-2.11;-0.67;-0.54;-0.17;-1.93;-0.51;1.27;-0.40;-5.58
5428;0.05;0.03;0.30;0.45;0.54;-0.06;0.06;0.19;;0.33;-0.78;0.80;0.24;-0.03;0.66;0.73;0.25;0.23;-0.09;0.75;0.37;0.14;0.28;0.02;6.04;-0.19;5.73;0.50;6.45;3.72;2.86;1.30;-1.43;0.16;0.83;13.33;1.32;18.32;13.04
5580;-0.08;0.10;0.60;-0.07;0.51;-0.05;0.02;0.65;;-0.07;-0.10;-0.10;0.15;0.72;0.12;0.85;0.06;0.08;0.63;0.35;0.06;0.40;0.05;0.03;5.63;-0.10;5.08;0.65;8.19;6.27;0.83;2.09;-1.00;0.35;2.13;15.94;1.76;21.93;14.99
5596;0.09;-0.04;2.72;-0.15;2.44;0.07;0.32;0.68;;0.55;0.58;0.94;-0.41;0.69;0.79;1.05;0.48;0.63;0.59;0.68;0.22;0.19;0.18;0.07;4.55;0.35;4.13;0.06;26.89;13.19;4.71;4.25;4.74;1.17;1.29;32.78;3.05;48.04;40.99
5807;0.03;0.07;1.42;0.03;1.61;0.00;0.45;0.73;;0.65;1.57;0.59;-0.44;0.64;1.06;0.67;0.87;0.78;0.25;0.94;0.08;0.76;-0.07;0.26;9.10;0.93;7.34;0.84;20.64;14.12;2.99;4.20;-0.67;0.79;5.07;34.76;3.56;48.69;43.80
6046;-0.04;-0.03;-0.23;0.13;0.01;-0.13;0.08;0.66;;0.16;0.51;0.60;0.50;0.26;0.64;0.63;0.17;0.61;0.15;0.72;0.07;-0.25;-0.18;-0.15;1.23;0.22;1.52;-0.50;11.44;10.77;0.19;0.24;0.24;0.06;-1.97;10.69;2.31;16.49;9.15
6070;0.07;0.04;-0.43;-0.38;-0.57;-0.04;0.08;0.47;;-0.23;0.97;0.44;0.15;0.48;0.95;0.34;-0.24;0.61;0.22;0.72;0.60;0.49;-0.13;0.11;2.84;1.59;0.51;0.74;3.65;8.65;-2.78;-0.23;-2.00;-0.18;3.00;9.52;1.78;12.20;10.16
6125;-0.05;-0.02;0.84;0.28;1.01;-0.08;0.13;0.76;;0.51;0.34;0.95;0.31;0.63;0.29;0.81;0.52;0.48;0.55;0.36;0.32;-0.18;0.04;0.07;5.71;0.49;5.66;-0.44;17.07;10.56;3.09;5.71;-2.30;0.99;-0.54;22.72;2.68;32.57;23.46
6140;-0.02;-0.02;-0.19;-0.36;-0.51;-0.02;-0.21;0.50;;-0.46;0.77;0.19;-0.17;0.06;0.42;0.65;-0.37;0.36;0.17;0.58;1.05;-0.15;-0.08;0.36;5.34;0.94;4.70;-0.30;4.14;3.80;-2.20;4.50;-1.95;0.77;1.08;11.04;1.23;12.51;6.14
6141;-0.02;0.01;1.12;0.51;1.70;-0.06;-0.06;0.48;;0.33;0.51;0.30;0.47;0.29;0.54;0.33;0.34;0.15;0.25;0.51;0.70;-0.11;-0.09;-0.05;-1.48;0.31;-1.78;-0.01;17.70;9.55;4.79;2.07;1.29;0.50;-0.78;15.38;1.73;25.04;12.72
