St.Louis;MOSL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
931;0.00;0.03;0.30;0.16;0.57;0.00;0.26;0.69;0.36;1.02;0.59;0.79;-0.60;1.20;1.05;0.55;0.86;0.62;-0.10;0.82;-0.06;0.75;-0.07;0.01;9.17;0.42;8.40;0.35;13.19;10.26;1.39;4.39;-2.86;0.69;3.76;26.12;2.89;35.12;31.41
1094;0.38;0.14;0.65;-0.04;1.21;0.00;0.30;0.76;0.56;0.17;0.66;0.67;0.79;1.07;0.78;1.19;0.41;0.62;0.74;0.75;-0.25;0.63;-0.08;0.22;11.88;-0.21;8.83;3.26;21.59;11.99;1.12;5.32;3.16;1.27;4.27;37.73;3.28;49.72;43.74
1178;-0.01;-0.04;0.70;-0.16;0.54;0.00;0.00;0.57;0.92;0.26;1.34;0.58;0.69;-1.20;0.52;0.99;0.46;0.82;0.19;0.57;0.38;-0.20;-0.06;0.02;6.95;0.22;7.20;-0.47;14.67;9.46;0.59;3.45;1.16;0.77;-0.91;20.70;2.61;28.93;20.80
1208;0.05;-0.13;1.55;0.90;2.31;0.00;0.33;0.64;1.70;0.48;1.25;0.41;-0.67;-0.91;0.84;0.96;0.69;0.81;-0.56;0.76;0.20;0.07;0.06;-0.05;7.77;0.34;8.51;-1.08;17.21;7.45;7.63;4.37;-2.24;0.73;0.05;25.04;2.34;38.12;31.57
1288;-0.03;0.27;0.84;-0.67;0.35;0.00;0.39;0.82;0.12;1.15;0.32;0.87;0.25;0.57;0.58;1.13;0.74;0.68;0.00;0.88;-0.05;0.29;0.05;0.01;14.16;-0.04;11.72;2.48;10.64;9.79;-1.68;2.15;0.38;0.46;1.48;26.28;3.13;35.19;34.02
1329;-0.05;0.07;-0.23;0.05;-0.24;0.00;0.09;0.39;0.18;0.34;0.58;0.58;1.04;1.30;0.62;0.13;0.43;0.41;0.89;0.53;0.74;0.95;0.08;0.08;3.85;0.69;2.73;0.43;15.76;11.86;-0.21;5.42;-1.31;1.00;5.17;24.79;2.65;30.64;26.58
1444;-0.03;0.00;0.44;-0.30;0.16;0.00;0.24;0.65;0.73;0.40;0.95;0.34;0.95;1.12;0.25;0.66;0.57;0.49;0.68;0.23;0.75;0.28;-0.05;0.00;0.41;0.64;-0.07;-0.17;17.79;13.18;-0.63;0.84;4.40;0.46;1.38;19.58;2.63;26.65;24.46
1658;-0.05;0.40;-0.36;2.34;2.31;0.00;0.35;0.52;-0.37;-0.09;0.81;0.37;0.78;1.02;0.71;0.33;-0.16;0.57;0.69;0.68;0.35;-0.08;0.03;-0.06;11.02;-0.05;7.26;3.80;23.59;7.91;10.97;3.43;1.27;0.77;-0.67;33.94;2.31;46.92;41.03
1675;0.16;-0.05;2.52;0.11;2.71;0.00;0.61;0.76;1.17;0.63;1.10;0.77;0.74;0.72;0.36;0.97;1.28;0.92;0.60;0.60;-0.37;0.58;0.03;0.04;8.31;0.73;7.27;0.31;28.43;17.11;5.59;7.61;-1.87;1.40;3.11;39.85;4.15;58.68;52.12
1706;-0.01;0.01;-0.09;0.10;0.06;0.00;-0.06;0.76;-0.14;0.11;0.04;0.03;0.34;0.66;0.38;0.63;0.22;0.07;0.59;0.34;-0.12;0.03;-0.05;0.00;5.52;0.47;5.02;0.03;9.19;7.36;0.33;1.09;0.42;0.24;0.16;14.87;1.97;19.99;13.77
1985;-0.01;0.00;0.70;0.50;1.21;0.00;0.51;0.82;0.34;0.80;0.54;1.04;0.91;1.24;0.68;0.93;0.66;0.94;1.17;0.74;-0.50;-0.09;-0.02;-0.07;7.36;0.60;6.81;-0.05;28.63;18.24;3.92;6.96;-0.49;1.36;-0.77;35.22;4.33;49.82;45.40
2081;0.04;0.01;1.52;0.03;1.67;0.00;0.40;0.57;1.32;0.87;0.60;0.18;0.33;0.41;0.79;-0.04;0.92;0.45;0.51;0.66;0.05;1.04;-0.08;0.06;5.98;0.65;5.04;0.29;24.26;13.10;3.19;5.98;1.99;1.33;5.49;35.73;3.12;48.77;43.73
2408;-0.02;0.01;0.54;0.05;0.55;0.00;-0.15;0.66;-0.67;-0.07;0.24;-0.08;0.49;-0.15;0.52;0.94;-0.12;0.09;-0.14;0.62;0.10;0.13;0.04;-0.02;5.26;0.80;4.48;-0.03;6.97;3.31;1.35;3.81;-1.50;0.66;0.58;12.81;1.11;17.29;9.74
2451;-0.04;0.22;0.51;1.22;1.87;0.00;0.49;0.26;-0.57;1.51;0.23;0.67;1.28;0.28;0.87;0.96;1.02;0.56;0.84;0.78;0.25;-0.13;0.02;0.12;13.09;-0.56;11.71;1.94;23.61;11.45;7.10;2.53;2.55;0.67;-0.06;36.64;3.46;51.14;46.42
2707;0.08;-0.02;-0.18;-0.07;-0.18;0.00;0.21;0.72;0.79;-0.11;0.52;0.61;0.02;0.06;0.02;0.39;0.31;0.44;0.23;0.20;-0.20;-0.01;-0.01;0.08;0.42;0.06;0.19;0.17;9.60;9.38;-0.72;0.26;0.68;0.10;0.33;10.36;1.90;14.52;14.63
2783;0.00;0.05;-0.25;1.00;0.83;0.00;0.16;0.45;0.14;0.76;-0.35;1.29;0.06;-0.08;0.35;0.19;0.37;0.70;0.04;0.43;0.23;-0.03;-0.04;-0.06;6.14;0.33;5.33;0.49;15.59;7.26;4.51;2.87;0.95;0.64;-0.45;21.28;1.98;28.84;24.40
2838;0.10;-0.04;-0.35;0.14;-0.14;0.00;0.13;0.72;-0.04;-0.28;0.43;0.38;0.08;0.23;0.50;0.77;-0.19;0.45;0.65;0.59;0.55;-0.04;-0.01;0.24;2.86;-0.25;2.99;0.12;12.33;9.59;0.02;3.25;-0.53;0.62;0.97;16.16;2.22;21.27;18.71
2978;-0.02;-0.05;0.12;-0.24;-0.28;0.00;0.22;0.28;1.19;0.16;0.38;0.82;-0.13;-0.75;-0.10;0.42;0.61;0.70;-0.18;0.32;0.14;0.08;0.09;0.01;3.39;0.19;3.84;-0.64;6.41;6.71;-0.95;2.30;-1.64;0.35;0.49;10.30;1.73;13.73;14.71
3284;-0.07;0.02;-0.21;1.20;0.97;0.00;0.08;0.54;0.54;0.28;0.79;0.36;-0.30;0.85;0.49;0.61;0.44;0.42;-0.05;0.64;0.29;-0.18;-0.03;-0.11;3.13;0.77;2.47;-0.11;18.03;8.74;5.57;5.18;-1.45;0.94;-1.45;19.72;2.00;27.74;21.35
3330;0.00;-0.14;-0.02;0.12;0.06;0.00;0.20;0.68;-0.65;-0.04;0.53;0.82;0.37;0.87;0.53;1.06;-0.32;0.88;0.48;0.68;0.16;0.17;-0.09;-0.06;6.07;-0.18;7.62;-1.37;10.51;8.17;0.57;2.98;-1.20;0.52;0.52;17.10;2.40;23.27;21.14
3397;0.05;0.14;-0.15;1.88;2.00;0.00;0.06;0.20;0.02;-0.29;1.10;0.97;-0.44;0.70;0.95;0.66;-0.12;0.80;-0.01;0.75;0.90;0.28;-0.07;-0.06;3.28;0.83;0.83;1.63;17.67;7.71;9.11;2.00;-1.15;0.32;1.09;22.04;1.62;32.34;23.16
3792;0.08;0.29;0.70;0.58;1.44;0.00;0.26;0.72;-0.55;0.14;0.87;0.67;0.01;0.53;0.72;0.20;0.07;0.76;0.32;0.57;0.12;0.11;0.22;-0.04;10.24;0.66;6.25;3.32;16.47;9.10;4.33;4.30;-1.27;0.78;0.36;27.07;2.45;37.68;32.21
3868;-0.01;0.09;0.32;-0.17;0.16;0.00;-0.24;0.06;0.00;-0.15;0.52;-0.18;0.30;0.06;-0.28;0.53;-0.31;0.11;-0.04;0.19;0.09;-0.08;0.08;-0.06;-2.55;1.87;-5.31;0.89;5.47;2.68;-0.19;1.90;1.09;0.45;-0.71;2.21;0.00;2.71;-2.62
4154;-0.04;0.06;-0.06;-0.03;-0.28;0.00;0.34;0.78;0.49;-0.07;0.82;0.82;-0.05;0.34;0.29;0.90;0.28;0.79;0.36;0.71;-0.08;0.96;0.21;0.00;10.65;0.27;9.99;0.39;17.37;9.62;-0.27;2.85;5.17;0.91;4.82;32.84;2.92;39.27;39.58
4187;-0.02;-0.01;0.34;-0.16;0.26;0.00;0.26;0.47;0.89;0.14;0.20;0.22;0.08;1.10;0.38;0.33;0.01;0.28;0.59;0.65;0.52;-0.49;-0.11;0.01;1.81;0.02;1.96;-0.17;18.03;9.04;-0.12;0.54;8.57;0.68;-2.38;17.46;2.00;23.29;22.59
4232;-0.04;-0.11;0.21;0.10;0.15;0.00;0.21;0.65;0.60;-0.02;0.90;0.71;2.12;-0.33;0.66;0.48;0.37;0.77;0.43;0.64;0.05;-0.13;0.02;-0.07;4.83;0.78;5.30;-1.26;15.49;11.59;0.93;3.37;-0.40;0.65;-0.96;19.36;2.85;26.94;23.61
4246;0.00;0.00;-0.19;-0.20;-0.44;0.00;0.05;0.50;0.48;-0.18;0.93;1.13;0.52;0.07;0.68;0.74;-0.05;0.77;0.33;0.72;0.14;0.38;0.05;0.09;5.77;0.31;5.45;0.01;15.85;8.54;-1.40;1.02;7.69;0.72;2.33;23.95;2.25;28.21;25.00
