MIWestMI;MIWMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
74;0.04;-0.18;1.84;-0.05;1.61;0.01;0.24;0.70;1.90;1.05;0.81;0.07;;-0.27;0.33;0.61;1.07;0.36;-0.41;0.51;-0.02;0.14;0.04;0.04;6.39;0.54;7.41;-1.56;18.40;7.43;3.42;-0.22;7.77;0.47;0.92;25.71;2.23;36.30;30.80
85;0.03;0.63;-0.43;4.08;4.27;0.21;0.30;0.69;0.69;0.56;0.58;0.42;;0.27;0.75;0.83;0.74;0.62;0.18;0.72;-0.23;0.51;0.04;-0.06;10.97;-0.55;5.10;6.42;33.64;12.24;19.57;2.98;-1.16;0.52;2.23;46.83;2.96;67.57;58.06
107;-0.08;0.49;0.35;3.81;4.62;0.20;0.26;0.68;-0.37;0.77;0.75;0.58;;0.18;0.70;0.53;0.52;0.64;0.12;0.65;-0.01;-0.02;-0.05;-0.04;11.85;0.59;6.77;4.49;33.81;9.72;19.73;3.76;0.61;0.79;-0.30;45.36;2.62;66.34;55.54
141;0.05;0.01;0.08;1.52;1.68;0.02;0.49;0.74;-0.03;0.69;0.68;0.86;;0.02;0.79;0.73;0.72;0.80;-0.21;0.72;0.37;-0.07;-0.03;-0.03;6.53;0.65;5.56;0.31;23.33;11.13;7.73;4.00;0.47;0.83;-0.47;29.39;2.78;41.60;39.73
216;-0.03;-0.18;1.34;0.01;1.18;0.07;0.30;0.71;0.24;0.75;0.59;0.44;;0.03;0.66;0.54;0.67;0.66;-0.02;0.62;-0.16;0.40;-0.03;-0.07;6.12;0.67;7.37;-1.92;16.34;9.55;2.72;4.00;0.07;0.80;1.62;24.08;2.65;34.38;31.74
244;-0.01;0.03;0.61;0.24;0.94;0.00;0.02;0.74;0.28;-0.26;0.23;0.14;;0.58;0.55;0.75;-0.12;0.24;0.53;0.62;0.04;0.22;-0.07;0.07;7.41;-0.01;7.14;0.28;8.65;6.46;2.41;0.79;-1.01;0.09;1.43;17.49;2.01;25.43;17.85
288;-0.08;-0.02;0.08;0.41;0.42;-0.03;0.22;0.51;0.04;0.62;0.77;0.88;;0.22;0.74;0.71;0.49;0.85;0.08;0.75;-0.11;-0.21;-0.03;0.12;7.91;0.49;8.04;-0.62;15.47;9.37;2.22;3.33;0.56;0.70;-0.43;22.95;2.68;30.96;26.61
1254;0.03;0.00;0.41;0.16;0.46;-0.11;0.28;0.64;0.79;0.62;0.58;0.05;;0.49;0.54;0.57;0.77;0.39;0.46;0.60;-0.26;0.33;0.14;-0.04;7.07;0.83;6.04;0.21;15.82;11.25;1.61;2.22;0.74;0.49;1.43;24.32;2.85;32.89;27.16
1506;-0.04;0.06;2.16;0.68;2.88;0.16;0.35;0.74;0.94;0.32;0.78;1.03;;0.41;0.82;0.78;0.29;0.75;0.42;0.73;0.07;0.30;-0.03;0.18;13.69;-1.06;14.39;0.36;19.80;7.49;7.70;4.11;0.50;0.86;2.41;35.90;2.94;52.24;46.84
1918;-0.02;0.46;-0.12;2.18;2.46;0.15;0.39;0.72;1.33;0.46;0.82;0.24;;0.23;0.72;0.64;0.61;0.59;0.11;0.73;-0.07;-0.17;0.04;-0.05;11.41;0.84;6.04;4.53;27.47;10.80;10.66;3.21;2.80;0.83;-1.11;37.77;2.76;52.36;49.34
2054;-0.06;0.66;-1.28;2.64;1.90;0.03;0.40;0.61;0.65;0.81;0.88;0.68;;0.37;0.84;0.81;0.81;0.75;0.38;0.74;-0.04;0.09;0.06;0.05;15.41;0.04;9.02;6.35;25.44;11.95;10.65;4.27;-1.42;0.76;0.70;41.55;3.29;55.73;50.44
2405;0.03;0.11;-0.73;0.96;0.32;-0.03;0.16;0.62;-0.20;0.94;0.45;0.83;;0.51;0.59;0.50;0.35;0.62;0.51;0.63;-0.07;0.16;0.06;0.07;7.97;1.02;5.66;1.28;19.92;10.87;3.37;5.92;-0.23;1.17;1.13;29.01;2.74;36.87;31.44
3458;0.05;0.08;-0.24;0.08;-0.11;-0.10;0.12;0.56;-0.32;-0.14;0.46;-0.24;;0.63;0.55;0.69;0.07;0.30;0.17;0.56;-0.07;-0.02;0.08;-0.04;0.80;-0.08;-0.17;1.05;6.53;8.38;-0.05;-2.94;1.14;-0.51;-0.32;7.02;1.66;10.83;6.85
3546;0.08;0.15;3.53;0.93;4.66;0.63;0.48;0.69;0.72;1.15;0.85;1.16;;-0.12;0.81;0.50;0.89;0.88;-0.13;0.74;0.01;0.12;0.03;-0.04;13.97;-0.22;12.24;1.94;28.55;9.19;11.70;6.72;0.94;1.41;0.41;42.93;3.06;65.16;68.22
3572;0.00;-0.09;0.17;2.34;2.46;0.15;0.04;0.60;0.66;0.43;0.73;0.50;;0.72;0.38;0.44;0.45;0.54;0.67;0.52;0.05;-0.01;-0.04;-0.04;8.22;0.46;8.63;-0.87;24.41;9.59;12.05;4.03;-1.27;0.72;-0.28;32.35;2.78;46.99;36.91
