MARDistrictChampionship;MRCMP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
11;0.11;0.09;0.85;1.56;2.28;0.09;0.22;0.68;;0.43;0.71;0.62;;-0.18;0.68;;0.53;0.69;-0.11;0.68;0.24;0.07;0.33;0.24;8.77;0.59;6.76;1.42;23.67;8.96;9.49;4.42;0.79;0.94;1.55;33.98;2.47;47.28;40.64
25;0.23;0.16;5.89;-0.20;5.93;0.40;0.41;0.72;;0.74;0.79;0.85;;1.24;0.70;;0.79;0.72;0.64;0.71;0.24;1.18;0.15;0.11;13.75;-0.17;11.21;2.72;39.22;12.33;10.79;-0.24;16.34;1.04;6.45;59.42;3.59;86.91;77.49
41;0.00;0.01;-0.31;4.10;3.46;0.04;0.27;0.61;;0.69;0.67;0.42;;0.39;0.60;;0.56;0.51;0.31;0.60;-0.01;0.42;0.35;0.46;10.76;-0.02;10.69;0.09;33.20;7.65;19.89;2.64;3.01;0.73;4.40;48.35;2.60;65.65;54.89
56;0.13;-0.01;1.51;1.72;3.24;0.10;0.41;0.73;;0.80;0.72;0.64;;0.59;0.65;;0.65;0.70;0.57;0.66;-0.03;0.29;0.12;0.11;11.35;-0.35;11.12;0.58;26.09;10.98;11.64;4.73;-1.25;0.86;2.03;39.48;3.31;57.87;50.14
75;0.01;0.15;-0.12;2.05;2.24;0.06;0.18;0.65;;0.60;0.76;0.59;;-0.31;0.67;;0.58;0.57;-0.29;0.59;-0.10;-0.12;-0.16;0.11;9.42;0.52;7.38;1.52;19.00;6.76;10.00;2.83;-0.58;0.53;-0.02;28.40;2.09;40.64;33.36
102;0.01;0.23;-0.05;0.75;0.60;-0.07;0.39;0.66;;0.69;0.39;0.60;;1.23;0.65;;0.63;0.56;1.06;0.66;-0.08;-0.15;0.34;0.18;9.81;0.17;7.32;2.33;23.03;14.21;3.67;5.12;0.02;1.03;0.14;32.98;3.57;43.78;38.90
193;0.00;-0.09;3.27;-0.21;2.93;0.33;0.37;0.72;;0.71;0.65;0.59;;1.35;0.65;;0.63;0.67;1.46;0.65;0.30;0.16;0.03;0.08;8.33;0.04;9.17;-0.88;30.15;16.10;5.47;3.54;5.03;1.04;1.20;39.68;4.14;59.18;55.30
222;-0.08;-0.02;3.03;0.86;3.39;0.26;0.38;0.65;;0.76;0.80;0.71;;-0.31;0.60;;0.75;0.71;-0.32;0.60;-0.10;0.12;0.40;-0.04;8.28;-0.36;9.21;-0.58;21.20;7.32;10.34;5.59;-2.06;0.98;0.42;29.90;2.39;46.45;43.99
223;0.03;-0.05;1.96;0.49;2.60;0.30;0.29;0.35;;0.69;0.79;0.44;;0.62;0.67;;0.71;0.66;0.24;0.67;0.00;0.25;-0.17;-0.05;4.38;0.52;4.18;-0.31;21.44;11.11;6.35;2.74;1.24;0.63;1.00;26.82;2.64;41.53;40.05
225;-0.04;0.62;0.40;4.46;5.37;0.21;0.40;0.65;;0.90;0.69;0.71;;0.44;0.71;;0.79;0.71;0.37;0.72;-0.05;0.30;0.07;-0.13;14.22;0.41;7.86;5.95;43.06;12.29;23.10;4.04;3.63;1.05;0.84;58.11;3.24;83.00;71.40
272;-0.12;0.09;1.48;0.78;2.26;0.19;0.32;0.69;;0.14;0.62;0.69;;0.56;0.67;;0.10;0.73;0.38;0.71;-0.14;-0.27;-0.02;0.03;8.46;0.41;7.76;0.29;17.81;9.18;6.89;3.42;-1.68;0.57;-1.20;25.07;2.61;38.66;36.23
